description	isbn
 2011년 정의롭고 바람직한 국가가 무엇인지 모색하는 과정에서 &lt;국가란 무엇인가&gt;를 출간한 바 있다. 저자는 국가를 보는 여러 가지 입장이 있음을 좀 더 설득력 있게 전달하고, 국가에 대한 이해와 관심이 얼마나 중요한지 다시 한 번 이야기해보고 싶었다.	9788971998014
 당신만의 인생을 또박또박 걸어가시길!  《책은 도끼다》의 저자이자 광고인 박웅현이 말하는 인생을 위해 생각해봐야 할 여덟 가지 단어『여덟 단어』. 우리가 살아가면서 한번쯤 마주쳤을 여덟 가지 가치에 대해 저자 자신의 경험과 다양한 사례를 바탕으로 함께 생각하는 시간을 마련하는 책이다. 왜 삶의...	9788956056531
 성공의 정의는 ‘끝까지 해내는 것’이다!평균보다 떨어지는 IQ, 특별할 것 없는 재능, 불우한 가정환경에도 놀라운 성공을 일궈낸 사람들은 어떻게 그 모든 불리함을 극복하고 최고의 자리에 오를 수 있었을까? 반면, 일류대를 나온 부모, 천재적인 재능 등 성공할 수 있는 모든 조건을 갖춘 것 같아 보이는...	9791186805398
 세계 역사를 뒤바꾼 영감님의 모험!데뷔작으로 전 유럽 서점가를 강타한 스웨덴의 작가 요나스 요나손의 장편소설 『창문 넘어 도망친 100세 노인』. 100세 생일날 슬리퍼 바람으로 양로원의 창문을 넘어 탈출한 알란이 우연히 갱단의 돈가방을 손에 넣고 자신을 추적하는 무리를 피해 도망 길에 나서며 벌어지는...	9788932916194
 &lt;달려라, 아비&gt; &lt;두근두근 내 인생&gt;의 작가 김애란의 세번째 소설집. 친구처럼 곁에서 나의 이야기를 들어주러 온 듯 이번 소설집에서도 김애란은 자신의 매력을 백분 발휘한다. 또한 좀더 많은 세대와 공간을 아우르며 확장을 시도하기도 한다.	9788932023151
 '보통 인간'이 되기 위한 규격에 맞추기 위해 '보통 인간'인 척 살아가는 우리의 오늘을 이야기하다!18년째 편의점에서 아르바이트를 하고 있는 자신의 경험을 녹여낸 무라타 사야카의 자전적 소설 『편의점 인간』. 2016년 일본의 권위 있는 순수문학상인 제155회 아쿠타가와상을 수상한 작품이다. 시상식 당일에도...	9788952235268
 베르나르 베르베르 장편소설. 주인공은 자크 클라인, 28세의 의대생이다. 항해사인 아버지 카롤린은 아들 자크가 어렸을 때부터 꿈을 통제하는 법을 가르쳤고, 역설수면이라고 불리는 수면의 5번째 단계에서 자신만의 꿈 세계인 상상의 분홍 모래섬을 만들어 들어갈 수 있도록 도왔는데….	9788932918389
" ""아는 사람 손 들어봐"", ""할 수 있는 사람 나와 봐""로 시작하는 수업 시간에 잘 모르는 아이, 자신이 없는 아이의 가슴은 오그라든다. 망설이는 초등학교 신입생들에게 교실이 틀려도 괜찮은 곳, 틀리면서 정답을 찾아가는 곳이라는 것을 깨닫게 해주는 그림 동화책이다."	9788990611260
 이번 여름도 부탁해!《수박 수영장》 작가 안녕달의 두 번째 그림책 『할머니의 여름휴가』가 출간되었습니다. 현실과 환상을 자유롭게 넘나드는 태연한 상상력이 돋보이는 저자 특유의 이야기가 이번에도 '시원한 상상'을 선물합니다. 탁 트인 구도와 맑은 색감으로 표현된 비취빛 바다와 고운 모래톱 장면....	9788936454951
 2016년 출간과 함께 베스트셀러에 오르며 뜨거운 관심을 받은 &lt;랩걸-나무, 과학 그리고 사랑&gt;이 출간되었다. 올리버 색스와 제이 굴드의 부재를 아쉬워하던 독자들에게 호프 자런이라는 ‘좋은 글을 쓰는 과학자의 등장’은 무엇보다 반가운 소식이다.	9791159920967
 기발하고 독특하다! 나무집에서 펼쳐지는 모험 이야기!흥미진진한 모험 이야기에는 빠지지 않고 등장하는 ‘나만의 공간’을 본격적으로 보여주는 『13층 나무 집』. 앤디와 테리가 사는 ‘13층 나무 집’에는 수영장, 전망대, 거대 새총, 게임방, 볼링장, 덩굴 그네 등 놀거리는 물론, 앤디와 테리를 따라다니며...	9788952773104
 &lt;거꾸로 읽는 세계사&gt;, &lt;내 머리로 생각하는 역사 이야기&gt; 등 스테디셀러로 자리 잡은 대중역사서의 집필 경험과 정치인의 경험을 살려 최근 교학사 교과서 파동과 문창근 총리 후보자의 역사의식 문제로 또다시 얼룩진 현대사를 풀어쓰고 있다.	9788971996096
 &lt;거꾸로 읽는 세계사&gt; 작가 유시민의 신작. 고대로부터 최근까지 역사를 사로잡은 18권의 역사서들을 9장으로 나누어 훑으며 ‘역사’라는 화두를 전개해간다. 서문과 프롤로그에서 역사 탐사의 계획을 소개한 뒤, 본문에서 각각의 역사서와 역사가들이 역사를 무엇이라 생각했는지 탐문한다.	9788971998557
 저자 김웅은 2000년 사법연수원을 수료한 이래 18년간 검사 일을 해왔다. 그런데 굳이 스스로를 '생활형 검사'라고 지칭한다. 검사란 이 사회에서 권력의 중심에 있는 힘 있는 자들이라고 생각하는 사람들로서는 고개를 갸웃거릴 대목이다.	9788960516175
 2002년, 약관의 나이로 등단한 이래 &lt;달려라 아비&gt; &lt;침이 고인다&gt; 두 권의 소설집만으로 한국일보문학상, 오늘의 젊은 예술가상, 신동엽창작상, 이효석문학상, 김유정문학상, 젊은작가상 등을 수상하며 2천년대 한국문학을 대표하는 작가로 자리매김한 김애란의 첫번째 장편소설. 가장 어린 부모와 가장 늙은 자식의 청춘과 사랑에 대한 눈부신 이야기를 다룬다.	9788936433871
 차분하고 치밀하게 자신만의 방식으로 심판에 나서는 한 여자의 이야기!낯선 공간에서 우연히 만난 두 남녀가 서로 내밀한 사생활을 털어놓으며 이야기가 시작되는 소설 『죽여 마땅한 사람들』. 저자는 이 작품에서 피가 흘러넘치는 잔혹함도 누가 봐도 나쁘다고 손가락질할 사람이 아닌 우리 주변에 하나쯤...	9791156756552
 어마어마한 주목을 받으며 일본 문단에 등장한 신예 스미노 요루의 첫 소설이다. 2016년 일본 서점 대상 2위에 오른 화제작으로,  ‘요루노 야스미’라는 필명으로 소설 투고 웹사이트 &lt;소설가가 되자&gt;에 원고를 올리기 시작한 것이 이 작품의 시작이었다.	9791157107223
 B. A. 패리스의 데뷔작으로, 굿리즈 최고의 데뷔 소설상과 최고의 스릴러 소설상 후보에 오르며 작품성과 대중성 모두를 인정받았다. 주인공 그레이스는 처음부터 강하고 주체적인 인물이 아니었지만 잭이라는 악을 만나며, 자신이 사랑하는 것들을 지키기 위해 점차 강한 존재가 되어 간다.	9788950970888
 손오공의 모험 이야기를 따라가면서 쓰기보다 뜻과 소리를 먼저 읽고 그림으로 한자를 보면서 학습할 수 있도록 한 한자학습만화다. 마법의 주문으로 음과 훈을 읽기 때문에 재미있게 한자를 배울 수 있다. 각 권마다 새로 배우는 한자 20자와 복습 한자가 50회 가량 반복되며 8급에서 3급 한자가 함께 구성되어 있다.	9788950968670
 &lt;다빈치 코드&gt; 작가 댄 브라운의 신과 과학 그리고 미래에 대한 대담한 질문. &lt;다빈치 코드&gt;를 비롯한 그의 전작들이 그러하듯 &lt;오리진&gt; 역시 우리가 ‘당연하게’ 믿어왔던 진실에 물음표를 던진다.	9788983926852
 국립어린이청소년도서관 사서 추천도서&#x0D;열린어린이 2010 여름 방학 권장도서&#x0D;2011년 학교도서관저널 추천도서                                   &#x0D;초등학교 2학년 통합교과서 수록도서&#x0D;&#x0D;자존감이 높은 아이는 자기 몸과 마음을 소중히 하고 친구들과도 사이좋게 지냅니다. 실수와 실패에...	9788964960035
 손오공의 모험 이야기를 따라가면서 쓰기보다 뜻과 소리를 먼저 읽고 그림으로 한자를 보면서 학습할 수 있도록 한 한자학습만화다. 마법의 주문으로 음과 훈을 읽기 때문에 재미있게 한자를 배울 수 있다.	9788950963477
 손오공의 모험 이야기를 따라가면서 쓰기보다 뜻과 소리를 먼저 읽고 그림으로 한자를 보면서 학습할 수 있도록 한 한자학습만화다. 마법의 주문으로 음과 훈을 읽기 때문에 재미있게 한자를 배울 수 있다.	9788950967024
 한 남자의 인생을 건 본격 야매 득도 에세아. 저자는 나름 굴곡진 인생을 열심히도 살아 냈다. 하지만 그동안의 인생 대부분은 인생 매뉴얼의 눈치를 보며 살아온 것이었다. 이제라도 '남'의 인생이 아닌 '나'의 인생을 살기로 했다. 그래서 극약 처방으로 회사를 그만두었다.	9788901223032
 조회 수 18억 뷰가 넘는 인기 웹툰 [놓지 마 정신줄!]을 재미있고 유익한 학습 만화로 펴냈다. 아이들이 궁금해하는 과학 질문 20개를 다루고 있다. 하지만 풀어나가는 방식은 전혀 새롭다. 기존의 학습 만화와 달리 철저하게 재미 위주로 되어 있다.	9788960863163
 일본도서관협회 선정도서. 각기 다른 동물들이 살고 있는 100층 짜리 건물의 10층씩을 오르며 1에서 100까지 쉽게 익힐 수 있는 그림책이다. 등장하는 10종류의 동물-생쥐, 다람쥐, 개구리, 무당벌레, 뱀, 꿀벌, 딱따구리. 박쥐, 달팽이, 거미-의 특징을 기발한 상상력으로 오밀조밀하게 그려놓아 읽는 재미를 더했다.	9788989863786
 우리 집 지하 100층에서 잔치가 열려. 놀러 오지 않을래?미디어 아티스트 이와이 도시오의『지하 100층짜리 집』. 신선한 상상력이 살아 숨쉬는 새로운 감각의 숫자 그림책이다. 목욕을 좋아하는 '쿠'라는 소녀가 땅 아래로 아래로 깊이 내려가는 이상하고 아름다운 지하 100층짜리 집에 초대받으면서...	9788989863915
 《정글만리》 이후 3년 만에 펴낸 조정래의 신작 장편소설!우리 사회와 교육의 지향점을 제안하는 조정래의 장편소설 『풀꽃도 꽃이다』 제1권. 손자를 맞이한 후 유아기부터 시작되는 온갖 사교육의 실태를 파악한 저자가 3년간 집중적으로 자료를 조사하고 각급학교와 사교육 현장을 찾아가 관련 종사자를...	9788965745617
 어느 날 홀연히 나타나 100만 독자를 사로잡은 작가 채사장은 '불편한' 책을 권한다. 어떤 독서는 한 인간의 지평을 넓히지만 어떤 독서는 오히려 그를 우물에 가둘 수도 있다는 것이다. 저자는 나를 불편하게 하는 지식만이 내면에 균열을 일으켜 나를 '한 계단' 성장시킬 수 있다고 말한다.	9791195677153
 2009년 8월 연재를 시작해 8년째 이어 오며 조회 수 18억 뷰가 넘는 초인기 웹툰 〈놓지 마 정신줄!〉은 아이들의 절대적인 지지를 받으며 애니메이션으로 만들어져 방송까지 진출했습니다. 『놓지 마 과학』은 아이들이 사랑하는 웹툰 〈놓지 마 정신줄!〉을 학습 만화로 구성한 책으로, 생활하면서 생겨나는...	9788960869929
 나무 집은 어느새 ‘52층’으로 높아졌다. 앤디와 테리는 ‘큰코 사장님 실종 사건’의 중요 목격자인 애벌레와 바닥에 널브러진 채소 잎사귀 단서를 발견하고 수사에 나선다. 과연 두 탐정(?)은 큰코 씨를 찾을 수 있을까?	9788952781819
 &lt;용의자 X의 헌신&gt;의 히가시노 게이고의 추리소설. 한 인기 작가의 죽음을 둘러싸고 쫓고 쫓기는 두뇌 게임이 펼쳐진다. 작가의 죽음에 얽힌 기나긴 악의의 여정을 탐구하며 '왜, 어떻게 범죄를 저질렀는가'에 초점이 맞춰져 있다. 살인사건을 둘러싼 관계자, 수사관의 수기, 주변인의 증언과 회상, 그리고 해명으로 이루어진 특이한 구성으로 인간의 내면 심리에 적재된 악을 파헤쳐가는 인간적인 방법을 보여준다.	9788972754190
 손오공의 모험 이야기를 따라가면서 쓰기보다 뜻과 소리를 먼저 읽고 그림으로 한자를 보면서 학습할 수 있도록 한 한자학습만화다. 마법의 주문으로 음과 훈을 읽기 때문에 재미있게 한자를 배울 수 있다.	9788950969783
 손오공의 모험 이야기를 따라가면서 쓰기보다 뜻과 소리를 먼저 읽고 그림으로 한자를 보면서 학습할 수 있도록 한 한자학습만화다. 마법의 주문으로 음과 훈을 읽기 때문에 재미있게 한자를 배울 수 있다.	9788950957827
 현직 부장판사 문유석이 써내려간 법정 활극. 재판부의 구성, 법원에서 일하는 사람들의 역할, 판사들의 물건과 같은 기본적인 지식은 물론 법치주의와 양형문제, 전관예우 등 사법부에 대해서 일반인들이 알고 싶고 듣고 싶은 이야기들을 더했다.	9788954643535
 1970년대 우리 인문주의와 심미적 이성의 한 절정을 보여준 한국문학의 대표작, 조세희의 『난장이가 쏘아올린 작은 공』. 1978년 6월 초판이 발행된 이래 1996년 4월 100쇄를 돌파하기까지 장장 18년간 40만 부가 팔린 이 책은 최인훈의 『광장』과 함께 우리 문단 사상 가장 오래도록 팔린 스테디셀러로 꼽힌다....	9788995151204
 당신의 하늘에는 몇 개의 달이 떠 있습니까? 압도적인 이야기의 강렬함, 읽기를 멈출 수 없는 놀라운 흡인력전세계 독자가 손꼽아 기다려온 무라카미 하루키 문학의 결정판!『세계의 끝과 하드보일드 원더랜드』로 시작하여 『노르웨이의 숲』으로 마무리되는 무라카미 하루키 문학의 집대성! 『해변의...	9788954608640
